CUSTOMER ID,USER NAME,PRODUCT ID,PRODUCT NAME,Text,SENTIMENT LABEL,SENTIMENT SCORE
C0026,Hariharan Subramanian,P0026,BarbequeNation,"This review is for their Hotel Sayaji Branch in Wakad, Pune. Food quality and service is very much deteriorated in all aspects. Barbeque Nation  brought the servers / waiters from North East and they seem to be not properly oriented . The guy who served us lacks basic serving manners. He put triple layers of skewers over the fire grill one top of the other . Just tried to pour entire portion on the plate . He was not understanding what we intend to say though we properly explained him in Hindi. Think the Chef is new or changed . He doesn't know to prepare stirr , fried vegetables and Garlic roti . We requested him to prepare thick and thin roti but it was thick and shapeless. He doesn't have the inclination to satisfy customer needs. Lemon soda was made from syrup, not real lemon . Most of the items were tasteless except Malai Kulfi . Pastry items were not good in taste . It's a waste of money here . Considering all these we requested for a discount but supervisor was not in a position to listen and trying to tell his own story which was not understandable.. His communication is too poor. Barbeque Nation  try to cut cost in all aspects even with the quality of staff. Felt like had food in a cheap barbeque restaurant . It really lost it's charm. Expectation failed . I don't recommend this to anyone who is quality oriented .",neutral,0.5
C0027,Jalota Sumil,P0027,BarbequeNation,"Pathetic experience at sector 133 Noida.
We had made a reservation with advance payment for 70 people for lunch today 21st June 2023 at 13:30 when we reached the restaurant we found ONLY 45 seats reserved for us and rest given out to walk-in guests ! 25 of our team members waited till 15:15 for the tables to get vacant however even after multiple conversations with the present manager Mr. Amar we did not get the tables. We finally had to break our team and take the rest of people to haldiraams in the same mall.
completely Pathetic management at your Paras One33 outlet in Noida! If you dont know how to manage booking simply DO NOT TAKE THEM!
Absolutely Pathetic management at your Paras One33 outlet in Noida! If you dont know how to manage booking simply DO NOT TAKE THEM!
Completely Ruined our team lunch party!
Blacklisted for any of our corporate meals and parties.",neutral,0.5
C0028,Chandrabhan Kumar Singh,P0028,BarbequeNation,yesh Exilent and your family is good ??,neutral,0.5
C0029,Pooja Tanwani Chhalwani,P0029,BarbequeNation,"I had a worst nightmare ordering food through BBQ, worst customer experience ever. 1st I had a message to provide OTP for Delivery . Then for 45min I had to be on hold and figure out with resturtant. After that delivery boy started foul lang and said its not my duty to deliver ur food I work at BBQ and I am not a delivery boy. Entire conversation was heard by BBQ Bangalore HO while on other call @ GB outlet",neutral,0.5
C0030,Christina Evers,P0030,BarbequeNation,"@BarbequeNation @zomato @zomatocare @bbq @BarbequeNation 

Order number: 4901535793 I'd order Nv-Premium Non-Veg Mut and they delivered Chicken, they charged me for mutton and delivered chicken. It wa",neutral,0.5
C0031,Ayan Kar,P0031,BarbequeNation,"We visited Barbeque Nation Acropolis Mall , Kolkata branch yesterday. The behaviour & helping attitude of the staffs were truly exemplary. Many thanks to ""Mr Amrit"" who was always helpful with his ever smiling face & truly deserves a special mention. Thanks Amrit & team",neutral,0.5
C0032,Namrata Nandy Chakraborty,P0032,BarbequeNation,"Today I ordered Non Veg overload from Zomato from Virginia Mall, Bangalore Whitefield outlet, the Zomato delivery guy reached before the time and you guys kept him waiting for more than 30 minutes even though I tried to speak with the front desk, first of the lady doesn't have any courtesy of how to talk to a customer, when I am asking her name she was saying why should I say you my name, while asking why it is getting late there was no appropriate answer. So team this how you treat a customer when he/ she orders food from the food delivery app. Shame on you guys worst service provided. Also when the delivery arrived 2 items were missing attaching the image.",neutral,0.5
C0033,Saurabh Jain,P0033,BarbequeNation,"very unfriendly, rude and arrogant staff. didn't expect this from a reputed organization. visited newly opened dehradun gms road branch today. staff ignores you. reception staff Mr praveen has no idea how to talk to customers. I felt I was not welcome and was a burden to them.",neutral,0.5
C0034,Budhen Patar,P0034,BarbequeNation,Wow i enjoyed moktel and coktell,neutral,0.5
C0035,Sanu Hussain,P0035,BarbequeNation,superb service very good food items,neutral,0.5
C0036,Debajit Deka,P0036,BarbequeNation,excellent experience barbeque nation sarvice,neutral,0.5
C0037,DrManoj Gupta,P0037,BarbequeNation,"meerut barbeque staff is very arrogant . we went there to celebrate but manager name manoj  denied us service didnt bother to come and talk ,was not at all cooperative .",neutral,0.5
C0038,DrSudhanshu Shekhar,P0038,BarbequeNation,"We visited barbeque Nation, zirakpur, Dhillon complex branch on 18th April 2023 to celebrate a birthday party. I booked table for 15 persons by calling. They reserved a table as said by me. We reached the restaurant around 8:15 PM. We had poorest experience at the restaurant. First of all, we were not served anything to eat for about half an hour. After a long time waiter severe us with bottles of water. When asked for cold water, it took around 15-20 minutes to bring the bottles. When We asked for glasses we were told that the glasses are being wiped. After repeatedly asking for glasses,we somehow managed to get 3-4 of them, but all glasses were dirty and the most annoying fact was that all the glasses that we got were of different shapes and sizes ( doesn't matter much but still we expect a restaurant like barbeque Nation to maintain uniformity). Now coming to the snacks. Only one waiter was serving 12 of us. We weren't served all snacks. We were on our toes throughout the party, reminding the manager that we are not being served all the snacks. When asked for tomato sauce, the waiter took around 15 minutes to arrange it. By this time also we weren't served glasses for water. The soup being served there was pathetic. After having main course when we asked the manager about the reason of bad service on part of restaurant, he told that the are short of waiters. 
",neutral,0.5
C0039,Prakash Thakur,P0039,BarbequeNation,"On last Friday, I had dinner with my boss and colleague at 
@BarbequeNation
  , but it was a terrible experience. The service was very poor, and for almost 15 minutes, no one attended to us. Furthermore, the water they served had foreign particles, including some part of fish, which offended some of the vegetarians present.

To make matters worse, they charged us without generating a bill, citing some issue with their manager system.

In conclusion, I would advise anyone who is a vegetarian or expects clean water or a proper bill to exercise caution while dining at Barbecue Nation.",neutral,0.5
C0040,Sangita Banik,P0040,BarbequeNation,"Today I was ordered premium non veg thali from BBQ Nation, before ordering a plate I called in restaurant and asked to speak to a lady,she told me buy one gets one free. When the order was delivered, I received one plate.Again I was called BBQ Nation in that time they told me I had to order two thalis, otherwise this offer will not be available. When I told him 
I have known by calling earlier that such a mention has not been made. Then an executive called Ravi from there says I will send you another thali after 6:30pm. It's been 4 hours but still no response from them. I am sharing the screenshot of the conversation I had on WhatsApp",neutral,0.5
C0041,Nimesh Deep,P0041,BarbequeNation,They have not accepted our food coupon and not responding to our tweets,neutral,0.5
C0042,Rajeev Ohlyan,P0042,BarbequeNation,Horrible food is served. Everything tastes the same. Only chillies and salt are used. The quality of food is poor along with the preparation,neutral,0.5
C0043,Medha Janwadkar-Deshpande,P0043,BarbequeNation,Terrace booking given for a group of 50 and had no planning for the rain. very disappointed. Our party waa spoiled due to rains and they had no backup plan. This was at Deccan bbq nations,neutral,0.5
C0044,Avishek Bhuia,P0044,BarbequeNation,good for buffet love it please try,neutral,0.5
C0045,Raj Bhardwaj,P0045,BarbequeNation,"We (12) people had Veg dinner at your Chandigarh outlet yesterday, quality of food so deteriorated even in heart of Punjab we were not finding the taste of Punjabi food even in Staunch Punjabi items like Black Daal & Kaddi pakoda) & raised the alarm there & then to Mr. Pravin & Mr.Pawan further ice-creams tasted like bare icy water content. (no creamy texture was there.) Mix-veg also was not up to the mark it was half-boiled stuff only without proper taste. Even my wife had severe puking 2 times today since morning. We are regular customers of BN, last week we had NON-Veg for 3 in the Mohali outlet which was perfect. I need a refund for the last meal we had yesterday. (Bill attached). Hoping to hear from you asap.",neutral,0.5
C0046,Mohan Kumar M H,P0046,BarbequeNation,"Thanks a lot Barbeque Nation, Karama for making my Son birthday more memorable and special. We had a very good time with awesome yummy food with many options in Veg/non-Veg section. Guests enjoyed sea food carnival food options. 
Mr.Hafiz Rashid was very good, provided great service throughout the party.

Thanks a lot guys!!!",neutral,0.5
C0047,Mir Riyaz Hussain,P0047,BarbequeNation,food is not good I told bring roti they bring bad roti after 30 min they think they r giving us free,neutral,0.5
C0048,Rathna Kumar R,P0048,BarbequeNation,..,neutral,0.5
C0049,Ulka Raut,P0049,BarbequeNation,"Excellent food n service...being Sunday it was realky difficult for the staff to manage the customers but they go out of their way to gv us best services.. food is osm especially starters, biryani is class.
They didn't accept any tip also...and Barbeque Nation of Kandivali Growel Mall has really delicious food.Family of 18 of us where buffet is the best option was real fun.",neutral,0.5
C0050,Priyanka Rohit Baweja,P0050,BarbequeNation,"very poor service n staff has no manner to deal with customer. pathetic food quality.
edm mall barbeque Nation",neutral,0.5
C0051,Mohit Mittal,P0051,BarbequeNation,Worst Experience With BarBeQue Nation CinePolis Branch Rohini,neutral,0.5
C0052,Rajesh Bhadouria,P0052,BarbequeNation,remove prone and matan from the main course,neutral,0.5
C0053,Manish Sharma,P0053,BarbequeNation,they don't honour their promises & their staff level experience is also pathetic.,neutral,0.5
C0054,Gaurav Kumar,P0054,BarbequeNation,"Poor management I have ever seen in my life , no plates available for main course, lights went off in the middle of your meal n no one even bothered to acknowledge the inconvenience, buffet items that should have been served on the counters were only served on demand, Few starters were skipped just like that.although it was paid for.",neutral,0.5
C0055,Anamika Shivi Salaria,P0055,BarbequeNation,This is what being served with sweet dish.. @barbequenation pathankot very bad experience in @barbequenation they give insects in the sweet dish. in downtown 44 pathankot. Very very disgusting ?? experience in this place.,neutral,0.5
C0056,Govind Baliram Jogdankar,P0056,BarbequeNation,"Very bad experience. Reception Vaibhav treated very bad, at Kurla Barbeque Nation.",neutral,0.5
C0057,Hunny Raheja,P0057,BarbequeNation,"fake massage or not cooperating staff in hisar eminent mall in barbeque nation
10/-100
don't believe barbeque nation avoid barbeque nation",neutral,0.5
C0058,Nikhil Katiyar,P0058,BarbequeNation,"1. Package was delivered after 2 hours of wait and consecutive follow ups.
2. Food package that was received has incomplete items. 
3. Upon complaining BBQ has no idea what has been missed, it was briefly explained where they missed.
4. After constant discussion, it was told that they will not be able to refund the amount.",neutral,0.5
C0059,Avn Sridhar,P0059,BarbequeNation,very very bad service. No response for reservations.  i dont recommend this worst restaurant,neutral,0.5
C0060,Sourav Jandial,P0060,BarbequeNation,One of the worst places to be to celebrate an occasion! The team lacks sense of customer service and seems untrained.. my recent experience was pathetic! Would you believe that the food was finished there at 9 PM while we were dining! Cannot risk your occasion with such a shoddy service and place ! Not recommended and totally avoidable..,neutral,0.5
C0061,Durai Nagarajan,P0061,BarbequeNation,"barbeque nation park square mall did a poor service on quality right from coke,  starters and main course. Fish and Prawns starter had raw smell. how come coke with watery taste? do you gone overrated. seekh khabab not provided, leg piece was over rosted.",neutral,0.5
C0062,Nilesh Gujar,P0062,BarbequeNation,"Worst, worst, and worst experience. We had to return without food even after the booking was confirmed 

You spoiled our party. Please stop giving fake table reservations and improve your pathetic service. Stop overbooking when you can't handle it. 
It was the worst and most terrible experience in the hospitality industry we have had till now. 

It was the worst and most terrible experience I had with Barbeque Nation @ Western Mall, Pune. We had a table booked for 12 people on 11th Sept 2022 @ 2 PM (Booking ID WE20220900507) for a family lunch on the occasion of my mother's birthday. Our booking was confirmed and we had got multiple confirmation calls. We reached the venue at 1.55 PM and were told we had to wait for 15 minutes, which was OK. We could not get a table till 3.45 PM and had to return without having food. Worse is their unprofessional, dishonest, and disgusting management. Your coordinator, Mr. Anil Singh, and manager, Mr. Bihanga Bishwas, were rude and had no sense of how to talk to customers. More pathetic was the circle manager, Mr. Vivek Purohit. ""We can't help you. Please cancel your booking,"" he replied. We were made to stand in an open area when it was 35 degrees outside your roof top dining area. The staff were so displeased that they didn't even serve water when demanded multiple times. 
Finally, after a heated argument with the staff, they offered us outside seating at 3.40 PM (in a 35 degree temperature), which we had to decline.
#BarbequeNation #bbqnation",neutral,0.5
C0063,Ashish Bhatt,P0063,BarbequeNation,improve your behaviour with customers,neutral,0.5
C0064,Chirag Chutani,P0064,BarbequeNation,"visited Barbeque Nation - Sohna Road Gurgaon with my family on first friday of sep. 2022. The restaurant service was pathetic :
1. for starters there were served broken hair in mint chutney, mix of too spicy (despite asking for low spicy) cold & burned snacks and only paneer - (apparently 2-3 veg items were only available),
2. despite asking repeteadly for some particular snacks from live counter, never received them,
3. for mini course we actually didnt have anything.
4. On complaining to the restaurant manager, we were given cold shoulder, as if it just didnt matter to them.
5. Rose a complaint to Barbeque Nation on their app and apprrently never got a response from them - as if it doesnt matter to them as well.
6. Water more than 2500 on all this.
Never visiting barbeque nation (atleast sohna road outlet) again.",neutral,0.5
C0065,Raj Narayan Marndi,P0065,BarbequeNation,"Had to vomit multiple time next day after eating stale food at BBQ Nation at Soul Space Area, Bangalore.",neutral,0.5
C0066,Satya Arockiasamy,P0066,BarbequeNation,"Bad customer service by Barbeque Nation Barbeque Nation kanakapura Road staff... Manirul Ismail, used words like get out to my son who did not even argue with the guy...",neutral,0.5
C0067,Praymah Kerishnan Naidu,P0067,BarbequeNation,"good food, nice place, reasoanable price",neutral,0.5
C0068,Shri Ram Shri Ram,P0068,BarbequeNation,9178162032.@_Barbeque nation Customer care number.,neutral,0.5
C0069,Harwansh Pratap Tiwari,P0069,BarbequeNation,I have booked table today for 11PM as option was there while table booking. I got multiple calls from restaurant please come soon before 11 PM. I got stuck in traffic and railway crossing so it took some time but I reached sharped 11 PM and manager denied my entry. Is it right way? My question is if you are not allowing at 11.01PM also you should not provide option of 11PM table booking.,neutral,0.5
C0070,Ankita Guha Thakurata,P0070,BarbequeNation,"disgusting service, waiters are having so  so so much attitude... under cooked food, and most importantly the chef came and requested not to put reviews of under cooked food... hopeless place....",neutral,0.5
C0071,Mohd Arif,P0071,BarbequeNation,"Barbeque Nation
amazing place 
do visit here 
best place to chilled out with family and friends
and the food is awesome with the italian classics and some twist with the great indian spices??
price is reasonable and the service is commendable 
good behaviour with the customers ...",neutral,0.5
C0072,Prithvi Ranjit Singh Khichi,P0072,BarbequeNation,"Yesterday my family decided to celebrate my niece's 1st B'day .

We visited your outlet in sec 26 Chandigarh.

A shocking and terrible experience awaited us. 

All the deserts were melted due to electricity problem.

My nephew got food poisoned today because the sweet dishes were rotten as the freezer was not working.

There was no one to assist us. 

We had to literally beg the helpers to clear our tables so that we could make space for the dinner. When no one came to help us, we carried our own used plates and put it on the shelves.

There was no extra spoons available. We had to eat with  our fingers.

There were no bowls available at the dinner counter. I searched for it myself and got some from a cupboard under the counter

The food was pathetic. , 

Salads were not re filled

No body came to us to ask if snacks could be repeated.

We had to beg for everything.

I WILL NEVER ALLOW ANY ACQUAINTANCE TO VISIT BARBEQUE NATION .

WASTE OF MONEY. 

WASTE OF A BEAUTIFUL CELEBRATION.",neutral,0.5
C0073,Nitin Chhibber,P0073,BarbequeNation,"3 weeks agoNEW

No AC Working at restaurant, such a poor service and. In summers it is a basic requirement and none of the management is bothered about the servuve standards here. Pathetic exprience here. I invited my 20 guest here and felt so ashamed that such a brand is not able to fullfill the basic requirement. No manager on floor to help customers, no staff able to help. Many customer are complaining the same but no body on floor to help customers. Such poor experience.",neutral,0.5
C0074,Himanshu Agrawal,P0074,BarbequeNation,Pathetic management and Chitranjan is worst person in this industry. He had a fight with multiple guests. Food is cold and tasteless. Worst experience in restaurant industry. Dont go ever in life. Never experienced this.,neutral,0.5
C0075,Karan Moondra,P0075,BarbequeNation,"I went to Barbque nation Bhopal, the service is pathetic and AC of the restaurant was not working. I requested the staff to take the necessary action but there was no proper response. I will not recommend anyone to go to Barbeque Nation Bhopal",neutral,0.5
C0076,Pankaj Dalmia,P0076,BarbequeNation,Ek table book kiYa 8.30 minutes peh or inhone time Diya 9.00 bje ka but table diya 10 bje nd after then inke pass service nhi h taste was not good,neutral,0.5
C0077,Suresh Kumar Kannan,P0077,BarbequeNation,3rd Grade Service not recommended at all Irrespective of reservations made me wait 45 mins to allocate a table manipul insulting customer i will never come again to this customer insulting place,neutral,0.5
C0078,Manish Chopra,P0078,BarbequeNation,Rotten fungus laden food delivered in the form of meal box.Their value meal boxes are filled with stale food.,neutral,0.5
C0079,Sreejith Pillai,P0079,BarbequeNation,"DONT CHOOSE BARBEQUE NATIOJ.WROST SERVICE AND QUALITY.FACED MANY ISSUES WHILE VISITING, REPORTED ISSUES SERVERAL TIMES BUT NO RESPONSE",neutral,0.5
C0080,Chandan Kukreja,P0080,BarbequeNation,3rd class services and verity test main bhi maja nahi hai,neutral,0.5
C0081,Rapturous Euphoric,P0081,BarbequeNation,"HI,

l love the barbeque nation  brand, I really do, which is why I will continue to use it despite a series of unfortunate incidents over last night's dinner .

 I imagine the same questions are racing through your brilliant mind as were racing through mine on that fateful day. What is this? Why have I been given it? What have I done to deserve this? And, which one of the staff will help me out .Owing to the very poor service that I received on the 14th  of february  at one of your restaurants,  I wish to air my complaints. we're  unhappy on Valentine's Day with the staffs attitude and overall ambiance around it .

 Firstly, the staff portrayed a large amount of incompetence and a bad attitude towards customers. No one attended to us from 8.10 till .943 pm . When someone  finally came, they  showed a severe lack of interest. A petty situation where my 3 years kid was asking me now and then  is uncle punishing us by making us sit in the corner.    What made matters worse was that after waiting for so long we were given the bad news that nothing can happen and we must lead our way home dear au dear valentine waiting that was for 1.43 mini   .

Finally after an argument we were let in and and the journey started  I LOVED SEEKH KABAB  BUT IT NEVER CAME BACK  and many zero spicy for kids was delayed .

 with a cool head after the event we ordered a mocktail pina colada ohh dear the white drink came without a garnish and a basick straw to gulp it , which was picked up but never return to table for a while only when my voice was echoed it appeared on the table this time with straw and a garnish of pineapple.well it felt like we were let in to see how bowls were empty at end .

ohh dear only a husband can know what comes to him after a destroyed valentine evening at BBQ.??????????????

As I said at the start I love your brand, I really do. Its just a shame such a simple thing could bring it crashing to its knees and begging for sustenance.

THANK YOU",neutral,0.5
C0082,Pritam Borah,P0082,BarbequeNation,I am not satisfied with their ambience. only chaos to see.,neutral,0.5
C0083,Nikita Samantara,P0083,BarbequeNation,"HORRIBLE! 
@barbequenation city one mall pune

They accepted the booking and refused to let us in because we were 3 mins late for our booking saying it closes early because of covid but there was still a good one hour left for them to close.
The real problem was they closed their billing earlier than they should have! 

The receptionist and manager were very very rude. 
Been going to BBQ as a kid and this is the first time I have felt so unwelcome.",neutral,0.5
C0084,Rakhi Bathija Keshwani,P0084,BarbequeNation,very nice food awesome  taste food.,neutral,0.5
C0085,Maninder Sarao,P0085,BarbequeNation,"Hello Barbeque Nation,

Happy New Year first of all and have a great year ahead. I have been a regular customer of your City Emporium Branch, industrial area phase 1, Chandigarh. I booked a table at the same location on 31st dec 2021 @7:00PM and visited with my family. But this time the amount paid per head doesn't feel worth. Let me explain. 

It has been 750+ taxes for each person from day 1 i visited you guys. But this time items were not even half of what i used to get earlier. 

--> No drinks (mocktails), 
--> only two starters (salsa and kebab), 
--> no capsicum with paneer and mushroom on grill sticks, 
--> variety of salad was less in dinner, 
--> only dal and paneer in main course
--> just two flavor in live kulfi section in sweet dishes
--> only 2 type of cake slices

Items missing as i used to get earlier -->
gol gappa, dim sum, dahi ke sholay, salads, chickpeas sabzi, kofta sabzi, egg curry, 8 flavors of live kulfi, no sprinkles on live kulfi, hot jalebi with rabri, hot brownie, mocktails (i know these are charged extra but atleast should be available).

Apart from this Quality was good but taste levels has dropped severely. Level of spiciness increased and there were not enough sausages on the table. Brush flavours missing for grilled items. 

Special Order -- I ordered Cinnamon Pineapple, i love it and have ordered every time i visited but again the taste disappointed me, it was not even cooked properly

Special Request -- It was the birthday of the newly born + new year party for my family,  I mentioned it while booking the table also but no cake celebration. My heart broke with this one when one of the guy said it cannot be done because of new year and heavy rush orders.

Service was upto the mark as always it used to be and was overwhelmed the way they were handling the crowd on that busy day. So heads off to the serving guys.

This was the worst visit I have ever done with Barbeque Nation. Being a regular customer doesn't want the barbeque nation to drop its level so felt this to mention. I hope you guys will bring the flavor back.

Regards,
Maninder Sarao",neutral,0.5
C0086,?????? ?????? ????? ????????,P0086,BarbequeNation,best food.,neutral,0.5
C0087,R Nogra,P0087,BarbequeNation,"I recommend Barbeque Nation vizag because no one wrote a review about barbecue nation vizag, it's old classics theme and running with rules and regulations so you guys must visit in bbq Nation vizag, if you don't believe me you please and try their food and service",neutral,0.5
C0088,Vishnu Nair,P0088,BarbequeNation,"Part - 1

We booked a 8:30pm slot yest 18/10/21 at BN Kochin ,we reached the place on time , we were 6 adults and 3 kids , we were welcomed by huge crowd outside the restaurant , they were arguing with the manager to get inside the place , when we reached the manager , he wrote our name down under a long list of names and said he will call us, I got furious if that was the case, then what is the point of all these fancy app and booking your slot and all , after few more arguments with the manager like rest of the crowd did, we entered the restaurant at 9:20 pm, by then the kids were already very hungry and restless.

Part - 2

We went in expecting our superb bad experience will get better once we get our food , but it wasnt to be, the Barbeque items were served after 15 mins , that too very little portion, kids were hungry so I thought while the next round Barbeque comes , we will get some soup for kids, when we went to the buffet counter , there were no soup bowls and cutleries, little tomato soup was left but the manchow soup was finished , other main course items were also of same situation, then I went to the salad counter, the situation was even worse , I took corn salad and it was having a foul smell as if it has gone bad, that triggered me and I asked for the manager , but no one showed up , finally I asked my family to walk out of the place , and we left.

We were a big fan of the place, but that is history now, strict warning for others who want to visit the place, Many more negatives are there but I dont want to waste my time on this.",neutral,0.5
